fecha,año,mes,dia,dia_semana,mes_hoja_original,codigo_grupo,nombre_grupo,codigo_linea,nombre_linea,codigo_producto,referencia_producto,descripcion_producto,unidad_medida,cantidad_vendida_diaria,valor_total_diario,peso_aplicado,evento_especial
2025-06-21,2025,6,21,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,1,6758.87,1.65,
2025-06-22,2025,6,22,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,2949.33,0.72,
2025-06-23,2025,6,23,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,2580.66,0.63,
2025-06-24,2025,6,24,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,2580.66,0.63,
2025-06-25,2025,6,25,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,4423.99,1.08,
2025-06-26,2025,6,26,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,4792.66,1.17,
2025-06-27,2025,6,27,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,5898.65,1.44,
2025-06-28,2025,6,28,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,5529.99,1.35,
2025-06-29,2025,6,29,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,2949.33,0.72,
2025-06-30,2025,6,30,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO HENDRICK'S,TRG,0,2580.66,0.63,
2025-06-01,2025,6,1,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,3204.19,0.88,
2025-06-02,2025,6,2,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2803.66,0.77,
2025-06-03,2025,6,3,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2803.66,0.77,
2025-06-04,2025,6,4,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,4806.28,1.32,
2025-06-05,2025,6,5,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,5206.8,1.43,
2025-06-06,2025,6,6,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,1,6408.37,1.76,
2025-06-07,2025,6,7,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,1,6007.85,1.65,
2025-06-08,2025,6,8,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2621.61,0.72,
2025-06-09,2025,6,9,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2293.91,0.63,
2025-06-10,2025,6,10,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2293.91,0.63,
2025-06-11,2025,6,11,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,3932.41,1.08,
2025-06-12,2025,6,12,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,4260.11,1.17,
2025-06-13,2025,6,13,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,5243.21,1.44,
2025-06-14,2025,6,14,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,4915.51,1.35,
2025-06-15,2025,6,15,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,3204.19,0.88,
2025-06-16,2025,6,16,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2803.66,0.77,
2025-06-17,2025,6,17,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2803.66,0.77,
2025-06-18,2025,6,18,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,4806.28,1.32,
2025-06-19,2025,6,19,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,5206.8,1.43,
2025-06-20,2025,6,20,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,1,6408.37,1.76,
2025-06-21,2025,6,21,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,1,6007.85,1.65,
2025-06-22,2025,6,22,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2621.61,0.72,
2025-06-23,2025,6,23,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2293.91,0.63,
2025-06-24,2025,6,24,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2293.91,0.63,
2025-06-25,2025,6,25,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,3932.41,1.08,
2025-06-26,2025,6,26,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,4260.11,1.17,
2025-06-27,2025,6,27,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,5243.21,1.44,
2025-06-28,2025,6,28,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,4915.51,1.35,
2025-06-29,2025,6,29,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2621.61,0.72,
2025-06-30,2025,6,30,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO OLD PAR 750,TRG,0,2293.91,0.63,
2025-06-01,2025,6,1,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1602.09,0.88,
2025-06-02,2025,6,2,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1401.83,0.77,
2025-06-03,2025,6,3,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1401.83,0.77,
2025-06-04,2025,6,4,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2403.14,1.32,
2025-06-05,2025,6,5,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2603.4,1.43,
2025-06-06,2025,6,6,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,1,3204.19,1.76,
2025-06-07,2025,6,7,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,3003.92,1.65,
2025-06-08,2025,6,8,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1310.8,0.72,
2025-06-09,2025,6,9,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1146.95,0.63,
2025-06-10,2025,6,10,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1146.95,0.63,
2025-06-11,2025,6,11,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1966.21,1.08,
2025-06-12,2025,6,12,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2130.06,1.17,
2025-06-13,2025,6,13,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2621.61,1.44,
2025-06-14,2025,6,14,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2457.76,1.35,
2025-06-15,2025,6,15,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1602.09,0.88,
2025-06-16,2025,6,16,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1401.83,0.77,
2025-06-17,2025,6,17,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1401.83,0.77,
2025-06-18,2025,6,18,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2403.14,1.32,
2025-06-19,2025,6,19,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2603.4,1.43,
2025-06-20,2025,6,20,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,1,3204.19,1.76,
2025-06-21,2025,6,21,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,3003.92,1.65,
2025-06-22,2025,6,22,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1310.8,0.72,
2025-06-23,2025,6,23,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1146.95,0.63,
2025-06-24,2025,6,24,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1146.95,0.63,
2025-06-25,2025,6,25,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1966.21,1.08,
2025-06-26,2025,6,26,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2130.06,1.17,
2025-06-27,2025,6,27,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2621.61,1.44,
2025-06-28,2025,6,28,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,2457.76,1.35,
2025-06-29,2025,6,29,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1310.8,0.72,
2025-06-30,2025,6,30,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY LONDON,TRG,0,1146.95,0.63,
2025-06-01,2025,6,1,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1952.55,0.88,
2025-06-02,2025,6,2,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1708.48,0.77,
2025-06-03,2025,6,3,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1708.48,0.77,
2025-06-04,2025,6,4,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,2928.83,1.32,
2025-06-05,2025,6,5,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,3172.9,1.43,
2025-06-06,2025,6,6,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,1,3905.1,1.76,
2025-06-07,2025,6,7,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,3661.03,1.65,
2025-06-08,2025,6,8,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1597.54,0.72,
2025-06-09,2025,6,9,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1397.85,0.63,
2025-06-10,2025,6,10,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1397.85,0.63,
2025-06-11,2025,6,11,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,2396.31,1.08,
2025-06-12,2025,6,12,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,2596.01,1.17,
2025-06-13,2025,6,13,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,3195.08,1.44,
2025-06-14,2025,6,14,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,2995.39,1.35,
2025-06-15,2025,6,15,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1952.55,0.88,
2025-06-16,2025,6,16,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1708.48,0.77,
2025-06-17,2025,6,17,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1708.48,0.77,
2025-06-18,2025,6,18,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,2928.83,1.32,
2025-06-19,2025,6,19,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,3172.9,1.43,
2025-06-20,2025,6,20,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,1,3905.1,1.76,
2025-06-21,2025,6,21,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,3661.03,1.65,
2025-06-22,2025,6,22,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1597.54,0.72,
2025-06-23,2025,6,23,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1397.85,0.63,
2025-06-24,2025,6,24,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1397.85,0.63,
2025-06-25,2025,6,25,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,2396.31,1.08,
2025-06-26,2025,6,26,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,2596.01,1.17,
2025-06-27,2025,6,27,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,3195.08,1.44,
2025-06-28,2025,6,28,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,2995.39,1.35,
2025-06-29,2025,6,29,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1597.54,0.72,
2025-06-30,2025,6,30,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO TANQUERAY TEN,TRG,0,1397.85,0.63,
2025-06-01,2025,6,1,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,660.87,0.88,
2025-06-02,2025,6,2,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,578.26,0.77,
2025-06-03,2025,6,3,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,578.26,0.77,
2025-06-04,2025,6,4,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,991.3,1.32,
2025-06-05,2025,6,5,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1073.91,1.43,
2025-06-06,2025,6,6,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1321.73,1.76,
2025-06-07,2025,6,7,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1239.12,1.65,
2025-06-08,2025,6,8,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,540.71,0.72,
2025-06-09,2025,6,9,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,473.12,0.63,
2025-06-10,2025,6,10,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,473.12,0.63,
2025-06-11,2025,6,11,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,811.06,1.08,
2025-06-12,2025,6,12,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,878.65,1.17,
2025-06-13,2025,6,13,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1081.42,1.44,
2025-06-14,2025,6,14,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1013.83,1.35,
2025-06-15,2025,6,15,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,660.87,0.88,
2025-06-16,2025,6,16,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,578.26,0.77,
2025-06-17,2025,6,17,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,578.26,0.77,
2025-06-18,2025,6,18,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,991.3,1.32,
2025-06-19,2025,6,19,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1073.91,1.43,
2025-06-20,2025,6,20,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,1,1321.73,1.76,
2025-06-21,2025,6,21,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1239.12,1.65,
2025-06-22,2025,6,22,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,540.71,0.72,
2025-06-23,2025,6,23,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,473.12,0.63,
2025-06-24,2025,6,24,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,473.12,0.63,
2025-06-25,2025,6,25,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,811.06,1.08,
2025-06-26,2025,6,26,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,878.65,1.17,
2025-06-27,2025,6,27,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1081.42,1.44,
2025-06-28,2025,6,28,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,1013.83,1.35,
2025-06-29,2025,6,29,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,540.71,0.72,
2025-06-30,2025,6,30,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE GLENLIVET FOUNDER,TRG,0,473.12,0.63,
2025-06-01,2025,6,1,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,8010.47,0.88,
2025-06-02,2025,6,2,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,7009.16,0.77,
2025-06-03,2025,6,3,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,7009.16,0.77,
2025-06-04,2025,6,4,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,12015.7,1.32,
2025-06-05,2025,6,5,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,13017.01,1.43,
2025-06-06,2025,6,6,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,1,16020.94,1.76,
2025-06-07,2025,6,7,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,1,15019.63,1.65,
2025-06-08,2025,6,8,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,6554.02,0.72,
2025-06-09,2025,6,9,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,5734.77,0.63,
2025-06-10,2025,6,10,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,5734.77,0.63,
2025-06-11,2025,6,11,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,9831.03,1.08,
2025-06-12,2025,6,12,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,10650.28,1.17,
2025-06-13,2025,6,13,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,13108.04,1.44,
2025-06-14,2025,6,14,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,12288.79,1.35,
2025-06-15,2025,6,15,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,8010.47,0.88,
2025-06-16,2025,6,16,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,7009.16,0.77,
2025-06-17,2025,6,17,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,7009.16,0.77,
2025-06-18,2025,6,18,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,12015.7,1.32,
2025-06-19,2025,6,19,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,13017.01,1.43,
2025-06-20,2025,6,20,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,1,16020.94,1.76,
2025-06-21,2025,6,21,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,1,15019.63,1.65,
2025-06-22,2025,6,22,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,6554.02,0.72,
2025-06-23,2025,6,23,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,5734.77,0.63,
2025-06-24,2025,6,24,Tuesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,5734.77,0.63,
2025-06-25,2025,6,25,Wednesday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,9831.03,1.08,
2025-06-26,2025,6,26,Thursday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,10650.28,1.17,
2025-06-27,2025,6,27,Friday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,13108.04,1.44,
2025-06-28,2025,6,28,Saturday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,12288.79,1.35,
2025-06-29,2025,6,29,Sunday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,6554.02,0.72,
2025-06-30,2025,6,30,Monday,JUNIO,9,LICORES,23,TRAGOS,,,TRAGO THE MACALLAN 12 AÑOS,TRG,0,5734.77,0.63,
2025-06-01,2025,6,1,Sunday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,39877.11,0.88,
2025-06-02,2025,6,2,Monday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,34892.47,0.77,
2025-06-03,2025,6,3,Tuesday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,34892.47,0.77,
2025-06-04,2025,6,4,Wednesday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,59815.66,1.32,
2025-06-05,2025,6,5,Thursday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,64800.3,1.43,
2025-06-06,2025,6,6,Friday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,1,79754.22,1.76,
2025-06-07,2025,6,7,Saturday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,74769.58,1.65,
2025-06-08,2025,6,8,Sunday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,32626.73,0.72,
2025-06-09,2025,6,9,Monday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,28548.38,0.63,
2025-06-10,2025,6,10,Tuesday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,28548.38,0.63,
2025-06-11,2025,6,11,Wednesday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,48940.09,1.08,
2025-06-12,2025,6,12,Thursday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,53018.43,1.17,
2025-06-13,2025,6,13,Friday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,65253.45,1.44,
2025-06-14,2025,6,14,Saturday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,61175.11,1.35,
2025-06-15,2025,6,15,Sunday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,39877.11,0.88,
2025-06-16,2025,6,16,Monday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,34892.47,0.77,
2025-06-17,2025,6,17,Tuesday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,34892.47,0.77,
2025-06-18,2025,6,18,Wednesday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,59815.66,1.32,
2025-06-19,2025,6,19,Thursday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,0,64800.3,1.43,
2025-06-20,2025,6,20,Friday,JUNIO,9,LICORES,79,WHISKEY,,,BUCHANNAN'S 18 AÑOS,BOT,1,79754.22,1.76,
